index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
;TEA_130302;Tea intake [g/d];decimal;;Getr15_12;operation;0.5 * Getr15_12;Do you know the proportion of tea drinkers? Does 50% make sense?;partial;tentative
;HERBALTEA_130303;Intake of herbal and other non-tea infusions [g/d];decimal;;Getr15_13;direct_mapping;direct_mapping;;complete;identical
;COFFEE_IMITATE_130304;Intake of chicory coffee infusion and coffee imitate beverages [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;WATER_1304;Intake of water and water-based beverages [g/d];decimal;;Getr15_11;direct_mapping;direct_mapping;;complete;identical
;ALC_BEV_14;Alcoholic beverage intake [g/d];decimal;;Getr15_2;direct_mapping;direct_mapping;;complete;identical
;WINE_1401;Intake of wine and wine-like drinks [g/d];decimal;;Getr15_22;direct_mapping;direct_mapping;;complete;identical
;FORTWINE_1402;Intake of fortified/liqueur wine [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;BEER_1403;Intake of beer and beer-like beverage [g/d];decimal;;Getr15_21;direct_mapping;direct_mapping;;complete;identical
;SPIRITS_1404;Intake of unsweetened spirits [g/d];decimal;;Getr15_23;direct_mapping;direct_mapping;;complete;identical
;HERBLIQUEUR_1405;Intake of herb liqueur [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;LIQUEURS_1406;Intake of liqueurs [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;COCKTAILS_1407;Intake of mixed alcoholic drinks [g/d];decimal;;Getr15_24;direct_mapping;direct_mapping;;complete;identical
;CONDIMENT_SAUCES_15;Intake of seasoning, sauces and condiments [g/d];decimal;;Sose_sum;direct_mapping;direct_mapping;;complete;identical
;SAUCES_1501;Intake of savoury sauces [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;TOMATOSAUCE_150101;Intake of tomato-containing cooked sauces [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;DRESSINGS_150102;Dressing intake [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;MAYONNAISE_150103;Intake of mayonnaise [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;DESSERTSAUCE_150104;Intakes of dessert sauces/toppings [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;YEAST_1502;Intake of yeast cultures [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;HERBS_SPICES_1503;Intakes of berbs, spices and similar [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;CONDIMENTS_1504;Condiments intake [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;SOUP_BOUILLON_16;Intake of soups and broths [g/d];decimal;;Supp_sum;direct_mapping;direct_mapping;;complete;identical
;SOUP_1601;Intake of soups [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;BOUILLON_1602;Intake of mixed vegetables soup, clear meat soup [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;MISCELLANEOUS_17;Intake of miscellaneous [g/d];decimal;;Sonst_sum;direct_mapping;direct_mapping;;complete;identical
;VEG_DISHES_1700;Intake of vegetarian products and dishes [g/d];decimal;;Veg_products_NCI;direct_mapping;direct_mapping;;complete;identical
;SOY_PROD_1701;Intake of soy products [g/d];decimal;;Soyproducts_NCI;direct_mapping;direct_mapping;;complete;identical
;DIET_PROD_1702;Intake of food for weight reduction [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal;;Suessstoffe;direct_mapping;direct_mapping;;complete;identical
;SNACKS_1703;Intake of snacks other than chips and similar [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;AMPHIBIANS_1704;Intake of amphibians, reptiles, snails, insects [g/d];decimal;;impossible;impossible;impossible;;impossible;unavailable
;DIETARY_ASSESS_INSTR;Dietary Assessment Instrument;integer;;__BLANK__;paste;2;2 (24HDR);complete;identical
