index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
;NONCHOC_SWEETS_1103;Intake of sweet bars and other formed sweet masses, candies (soft and hard) and other confectionery including breath refreshening microsweets [g/d];decimal;IDEFICS_P1;B09;direct_mapping;direct_mapping;"SACANA FGS B09 ""Confectionery (non chocolate)""";complete;identical
;SYRUP_1104;Intake of corn syrup and sugar beet syrup [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;ICECREAM_1105;Intake of spoonable desserts and ice creams [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;ICECREAM_MILK_110501;Intake of milk-based ice cream [g/d];decimal;IDEFICS_P1;J39a;operation;weighting*J39a;"SACANA FGS J39a ""milk based ice-creams, desserts, (chocolate) pudding"" (Gewichtung für Milcheis?)";partial;tentative
;SORBET_110502;Sorbet intake [g/d];decimal;IDEFICS_P1;B11b;operation;weighting*B11b;"SACANA FGS B11b ""water ice, sorbet (excluding ice cream)"" (Gewichtung für Sorbet?)";partial;tentative
;WATER_ICE_110503;Intake of water-based ice creams [g/d];decimal;IDEFICS_P1;B11b;operation;weighting*B11b;"SACANA FGS B11b ""water ice, sorbet (excluding ice cream)"" (Gewichtung für Wassereis?)";partial;tentative
;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal;IDEFICS_P1;A06;direct_mapping;direct_mapping;"SACANA FGS A06 "" Sweet bakery, biscuits, pies (sweet), cakes , sweet fritters and other confectionery""";complete;identical
;VARPASTRY_1201;Intake of various pastry [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;DRYCAKE_1202;Intake of sponge biscuits and plain cakes [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;NONALC_BEV_13;Intake of non-alcoholic beverages [g/d];decimal;IDEFICS_P1;"E22;E23;E24;E25";operation;E22 + E23 + E24 + E25;"SACANA FGS E22 ""water"" + SACANA FGS E23 ""coffee, tea, coffee surrogate, decafe, herbal - ns"" + SACANA FGS E24 ""fruit, vegetable juices and smoothies - ns"" + SACANA FGS E25 ""Soft and sweetened drinks""";complete;compatible
