index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
107;LIQUEURS_1406;Intake of liqueurs [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
108;COCKTAILS_1407;Intake of mixed alcoholic drinks [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
109;CONDIMENT_SAUCES_15;Intake of seasoning, sauces and condiments [g/d];decimal;IDEFICS_P1;C15;direct_mapping;direct_mapping;SACANA FGS C15 Sauces, dressing and condiments - ns;complete;identical
110;SAUCES_1501;Intake of savoury sauces [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
111;TOMATOSAUCE_150101;Intake of tomato-containing cooked sauces [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
112;DRESSINGS_150102;Dressing intake [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
113;MAYONNAISE_150103;Intake of mayonnaise [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
114;DESSERTSAUCE_150104;Intakes of dessert sauces/toppings [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
115;YEAST_1502;Intake of yeast cultures [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
116;HERBS_SPICES_1503;Intakes of berbs, spices and similar [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
117;CONDIMENTS_1504;Condiments intake [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
