index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
39;MILK_FOR_COFFEE_0508;Intake of condensed milk (sometimes with added sugars) and milk and dairy powders and concentrates [g/d];decimal;DONALD_P1;MILK_FOR_COFFEE_0508;direct_mapping;direct_mapping;;complete;compatible
40;CEREAL_PROD_06;Intake of cereals and cereal primary derivatives, cereal grains (and cereal-like grains) [g/d];decimal;DONALD_P1;CEREAL_PROD_06;direct_mapping;direct_mapping;;complete;compatible
41;FLOUR_FLAKES_0601;Intake of flours and other milled products and starches [g/d];decimal;DONALD_P1;FLOUR_FLAKES_0601;direct_mapping;direct_mapping;;complete;compatible
42;PASTA_RICE_0602;Intake of pastas and rice [g/d];decimal;DONALD_P1;PASTA_RICE_0602;direct_mapping;direct_mapping;;complete;compatible
43;BREAD_PROD_0603;Intake of bread and bread products [g/d];decimal;DONALD_P1;BREAD_PROD_0603;direct_mapping;direct_mapping;;complete;compatible
44;BREAD_060301;Intake of bread [g/d];decimal;DONALD_P1;BREAD_060301;direct_mapping;direct_mapping;;complete;compatible
45;CRISPBREAD_060302;Intake of crisp bread and rusk [g/d];decimal;DONALD_P1;CRISPBREAD_060302;direct_mapping;direct_mapping;;complete;compatible
46;BREAKF_CEREALS_0604;Intake of breakfast cereals [g/d];decimal;DONALD_P1;BREAKF_CEREALS_0604;direct_mapping;direct_mapping;;complete;compatible
47;SALT_BISCUIT_0605;Intake of crackers and breadsticks [g/d];decimal;DONALD_P1;SALT_BISCUIT_0605;direct_mapping;direct_mapping;;complete;compatible
48;DOUGH_PASTRY_0606;Intake of fine bakery products [g/d];decimal;DONALD_P1;DOUGH_PASTRY_0606;direct_mapping;direct_mapping;;complete;compatible
49;MEAT_PROD_07;Intake of meat and meat products [g/d];decimal;DONALD_P1;MEAT_PROD_07;direct_mapping;direct_mapping;;complete;compatible
50;RED_MEAT_0701;Intake of red meat (mammals meat) [g/d];decimal;DONALD_P1;RED_MEAT_0701;direct_mapping;direct_mapping;;complete;compatible
51;BEEF_070101;Intake of cow, ox or bull fresh meat [g/d];decimal;DONALD_P1;BEEF_070101;direct_mapping;direct_mapping;;complete;compatible
52;VEAL_070102;Intake of calf fresh meat [g/d];decimal;DONALD_P1;VEAL_070102;direct_mapping;direct_mapping;;complete;compatible
53;PORK_070103;Intake of pig fresh meat [g/d];decimal;DONALD_P1;PORK_070103;direct_mapping;direct_mapping;;complete;compatible
54;MUTTON_LAMB_070104;Intake of lamb and sheep meat [g/d];decimal;DONALD_P1;MUTTON_LAMB_070104;direct_mapping;direct_mapping;;complete;compatible
55;HORSE_070105;Intake of horse meat [g/d];decimal;DONALD_P1;HORSE_070105;direct_mapping;direct_mapping;;complete;compatible
56;GOAT_070106;Intake of goat meat [g/d];decimal;DONALD_P1;GOAT_070106;direct_mapping;direct_mapping;;complete;compatible
57;POULTRY_0702;Intake of poultry meat [g/d];decimal;DONALD_P1;POULTRY_0702;direct_mapping;direct_mapping;;complete;compatible
58;OTHERPOULTRY_070200;Intake of other poultry meat [g/d];decimal;DONALD_P1;OTHERPOULTRY_070200;direct_mapping;direct_mapping;;complete;compatible
59;CHICKEN_070201;Intake of chicken meat [g/d];decimal;DONALD_P1;CHICKEN_070201;direct_mapping;direct_mapping;;complete;compatible
60;TURKEY_070202;Intake of turkey meat [g/d];decimal;DONALD_P1;TURKEY_070202;direct_mapping;direct_mapping;;complete;compatible
61;DUCK_070203;Intake of duck meat [g/d];decimal;DONALD_P1;DUCK_070203;direct_mapping;direct_mapping;;complete;compatible
62;GOOSE_070204;Intake of goose meat [g/d];decimal;DONALD_P1;GOOSE_070204;direct_mapping;direct_mapping;;complete;compatible
63;RABBIT_070205;Intake of rabbit meat [g/d];decimal;DONALD_P1;RABBIT_070205;direct_mapping;direct_mapping;;complete;compatible
64;GAME_0703;Intake of game [g/d];decimal;DONALD_P1;GAME_0703;direct_mapping;direct_mapping;;complete;compatible
65;PROCMEAT_0704;Intake of processed or preserved meat [g/d];decimal;DONALD_P1;PROCMEAT_0704;direct_mapping;direct_mapping;;complete;compatible
66;OFFALS_0705;Intake of animal offal and other slaughtering [g/d];decimal;DONALD_P1;OFFALS_0705;direct_mapping;direct_mapping;;complete;compatible
67;FISH_SHELLFISH_08;Intake of fish and seafood and products thereof [g/d];decimal;DONALD_P1;FISH_SHELLFISH_08;direct_mapping;direct_mapping;;complete;compatible
68;FISH_0801;Intake of fish (meat) [g/d];decimal;DONALD_P1;FISH_0801;direct_mapping;direct_mapping;;complete;compatible
69;CRUSTACEANS_0802;Intake of seafood and products thereof [g/d];decimal;DONALD_P1;CRUSTACEANS_0802;direct_mapping;direct_mapping;;complete;compatible
70;FISH_PROD_0803;Intake of processed fish [g/d];decimal;DONALD_P1;FISH_PROD_0803;direct_mapping;direct_mapping;;complete;compatible
71;EGG_PROD_09;Intake of eggs and egg products [g/d];decimal;DONALD_P1;EGG_PROD_09;direct_mapping;direct_mapping;;complete;compatible
72;EGGS_0901;Intake of eggs [g/d];decimal;DONALD_P1;EGGS_0901;direct_mapping;direct_mapping;;complete;compatible
73;FAT_10;Intake of animal and vegetable fats and oils [g/d];decimal;DONALD_P1;FAT_10;direct_mapping;direct_mapping;;complete;compatible
74;VEGOILS_1001;Intake of vegetable fats and oils [g/d];decimal;DONALD_P1;VEGOILS_1001;direct_mapping;direct_mapping;;complete;compatible
